ID_KEL;Nama_provinsi;nama_kota;nama_kecamatan;nama_kelurahan;POSITIF;Dirawat;Sembuh;Meninggal;mortality_rate;recovery_rate
PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;PROSES UPDATE DATA;58756;602;54994;662;0,011266934;0,935972496
3101011003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU HARAPAN;89;0;86;3;0,033707865;0,966292135
3101011002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU KELAPA;170;0;169;1;0,005882353;0,994117647
3101011001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU UTARA;PULAU PANGGANG;381;0;379;2;0,005249344;0,994750656
3101021003;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU PARI;248;0;246;2;0,008064516;0,991935484
3101021002;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU TIDUNG;318;0;312;6;0,018867925;0,981132075
3101021001;DKI JAKARTA;KAB.ADM.KEP.SERIBU;KEP. SERIBU SELATAN;PULAU UNTUNG JAWA;138;0;136;2;0,014492754;0,985507246
3174071007;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;PULO;728;0;713;10;0,013736264;0,979395604
3175021001;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;2625;0;2570;46;0,01752381;0,979047619
3175061005;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PULO GEBANG;5137;2;5018;103;0,020050613;0,976834728
3174041004;DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;RAGUNAN;3793;2;3702;73;0,019245979;0,976008437
3175091005;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;RAMBUTAN;2968;1;2902;53;0,017857143;0,977762803
3172031006;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK SELATAN;2500;1;2452;43;0,0172;0,9808
3172031004;DKI JAKARTA;JAKARTA UTARA;KOJA;RAWA BADAK UTARA;2267;1;2207;43;0,018967799;0,973533304
3174071005;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;RAWA BARAT;604;0;588;8;0,013245033;0,973509934
3173011003;DKI JAKARTA;JAKARTA BARAT;CENGKARENG;RAWA BUAYA;3570;6;3488;62;0,017366947;0,977030812
3175031004;DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;1338;1;1316;16;0,011958146;0,983557549
3174081003;DKI JAKARTA;JAKARTA SELATAN;PANCORAN;RAWA JATI;2510;4;2454;30;0,011952191;0,977689243
3175061002;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;RAWA TERATE;1021;3;995;20;0,019588639;0,97453477
3175021005;DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;RAWAMANGUN;3660;4;3570;75;0,020491803;0,975409836
3171051003;DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;RAWASARI;3328;6;3269;38;0,011418269;0,982271635
3173041010;DKI JAKARTA;JAKARTA BARAT;TAMBORA;ROA MALAKA;285;1;275;8;0,028070175;0,964912281
3172041006;DKI JAKARTA;JAKARTA UTARA;CILINCING;ROROTAN;2388;1;2347;39;0,016331658;0,982830821
3174071004;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SELONG;405;0;393;6;0,014814815;0,97037037
3173061002;DKI JAKARTA;JAKARTA BARAT;KALI DERES;SEMANAN;2668;3;2601;54;0,02023988;0,974887556
3172041007;DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER BARAT;4387;5;4292;82;0,018691589;0,978345111
3172041005;DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER TIMUR;2311;2;2260;46;0,019904803;0,977931631
3174071006;DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SENAYAN;951;1;946;2;0,002103049;0,994742376
3171041001;DKI JAKARTA;JAKARTA PUSAT;SENEN;SENEN;996;3;975;16;0,016064257;0,978915663
3171031004;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SERDANG;2849;3;2770;59;0,020709021;0,972270972
3174021001;DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;648;0;639;7;0,010802469;0,986111111
3175101005;DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;SETU;1978;2;1955;14;0,007077856;0,988372093
3173071002;DKI JAKARTA;JAKARTA BARAT;PALMERAH;SLIPI;2166;4;2119;30;0,013850416;0,978301016
3173081004;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;SRENGSENG;3869;7;3772;66;0,017058671;0,974928922
3174091002;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;5215;5;5118;81;0,015532119;0,981399808
3173051003;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;2164;1;2120;33;0,015249538;0,979667283
3173051002;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI UTARA;2894;6;2815;45;0,015549413;0,972702142
3172041002;DKI JAKARTA;JAKARTA UTARA;CILINCING;SUKAPURA;2870;4;2806;50;0,017421603;0,977700348
3171031007;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;2365;4;2312;44;0,018604651;0,977589852
3172021004;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;2177;1;2148;26;0,011943041;0,986678916
3172021006;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;5904;10;5751;111;0,018800813;0,974085366
3172021002;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;6123;6;5990;101;0,016495182;0,978278622
3175091004;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;3307;0;3230;69;0,020864832;0,976716057
3173031001;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TAMAN SARI;1424;8;1384;22;0,015449438;0,971910112
3173041001;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TAMBORA;812;4;773;22;0,027093596;0,951970443
3173041004;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TANAH SEREAL;2031;10;1945;23;0,011324471;0,957656327
3171081004;DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;2126;4;2064;42;0,019755409;0,970837253
3173031004;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TANGKI;1166;4;1138;19;0,016295026;0,975986278
3174091005;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;3234;7;3154;56;0,017316017;0,975262832
3173021005;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN SELATAN;2849;11;2765;47;0,016497016;0,970515971
3173021002;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;2050;14;1996;33;0,016097561;0,973658537
3172021001;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIOK;2483;5;2423;48;0,019331454;0,975835683
3174011002;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET BARAT;2971;1;2915;38;0,012790306;0,981151128
3174011001;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET TIMUR;2087;5;2023;35;0,016770484;0,969333972
3173061003;DKI JAKARTA;JAKARTA BARAT;KALI DERES;TEGAL ALUR;4566;1;4473;80;0,017520806;0,979632063
3174031004;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;2478;4;2419;43;0,017352704;0,976190476
3173021003;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TOMANG;2505;11;2450;36;0,014371257;0,978043912
3172031005;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU SELATAN;2376;4;2332;38;0,015993266;0,981481481
3172031002;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU UTARA;4421;6;4315;94;0,021262158;0,976023524
3175061006;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;1806;1;1773;28;0,015503876;0,981727575
3174101005;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;3228;2;3157;55;0,017038414;0,978004957
3175011006;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;3674;7;3580;72;0,019597169;0,974414807
3175011002;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;2328;3;2255;60;0,025773196;0,968642612
3171031008;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;1985;4;1933;36;0,01813602;0,973803526
3172021007;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;WARAKAS;3004;5;2945;44;0,014647137;0,980359521
3173021007;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;WIJAYA KUSUMA;2889;4;2824;48;0,016614746;0,977500865
