bulan,tahun,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin,jumlah
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,21
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,25
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,24
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,19
Februari,2021,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,20
Februari,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,22
Februari,2021,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,12
Februari,2021,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-Laki,15
Februari,2021,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,9
Februari,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,15
Februari,2021,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,38
Februari,2021,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,15
Februari,2021,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,23
Februari,2021,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,10
Februari,2021,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,19
Februari,2021,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,41
Februari,2021,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,18
Februari,2021,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,9
Februari,2021,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,12
Februari,2021,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,9
Februari,2021,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,14
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,21
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,28
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,16
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,17
Februari,2021,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Laki-Laki,27
Februari,2021,JAKARTA TIMUR,KRAMATJATI,TENGAH,Laki-Laki,34
Februari,2021,JAKARTA TIMUR,KRAMATJATI,DUKUH,Laki-Laki,48
Februari,2021,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Laki-Laki,28
Februari,2021,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Laki-Laki,12
Februari,2021,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Laki-Laki,22
Februari,2021,JAKARTA TIMUR,KRAMATJATI,CAWANG,Laki-Laki,27
Februari,2021,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,22
Februari,2021,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,25
Februari,2021,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,23
Februari,2021,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,29
Februari,2021,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,45
Februari,2021,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,54
Februari,2021,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,10
Februari,2021,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,74
Februari,2021,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,50
Februari,2021,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,99
Februari,2021,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,28
Februari,2021,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,37
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,30
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,27
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,47
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,52
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,19
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,14
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,19
Februari,2021,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,27
Februari,2021,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Laki-Laki,19
Februari,2021,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,31
Februari,2021,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,18
Februari,2021,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,27
Februari,2021,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,34
Februari,2021,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,43
Februari,2021,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,36
Februari,2021,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,26
Februari,2021,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,18
Februari,2021,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,9
Februari,2021,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,16
Februari,2021,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,16
Februari,2021,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,9
Februari,2021,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,16
Februari,2021,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,17
Februari,2021,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,30
Februari,2021,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,9
Februari,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perempuan,2
Februari,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perempuan,1
Februari,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perempuan,0
Februari,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perempuan,3
Februari,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perempuan,1
Februari,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perempuan,0
Februari,2021,JAKARTA PUSAT,GAMBIR,GAMBIR,Perempuan,2
Februari,2021,JAKARTA PUSAT,GAMBIR,CIDENG,Perempuan,7
Februari,2021,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Perempuan,11
Februari,2021,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Perempuan,11
Februari,2021,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Perempuan,4
Februari,2021,JAKARTA PUSAT,GAMBIR,DURI PULO,Perempuan,6
Februari,2021,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Perempuan,2
Februari,2021,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Perempuan,6
Februari,2021,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Perempuan,7
Februari,2021,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Perempuan,8
Februari,2021,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Perempuan,8
Februari,2021,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Perempuan,9
Februari,2021,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Perempuan,24
Februari,2021,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perempuan,14
Februari,2021,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perempuan,9
Februari,2021,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perempuan,8
Februari,2021,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,27
Februari,2021,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,9
Februari,2021,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,11
Februari,2021,JAKARTA PUSAT,S E N E N,SENEN,Perempuan,14
Februari,2021,JAKARTA PUSAT,S E N E N,KENARI,Perempuan,6
Februari,2021,JAKARTA PUSAT,S E N E N,PASEBAN,Perempuan,12
Februari,2021,JAKARTA PUSAT,S E N E N,KRAMAT,Perempuan,12
Februari,2021,JAKARTA PUSAT,S E N E N,KWITANG,Perempuan,5
Februari,2021,JAKARTA PUSAT,S E N E N,BUNGUR,Perempuan,15
Februari,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,10
Februari,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,14
Februari,2021,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,15
Februari,2021,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,11
Februari,2021,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,11
Februari,2021,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,3
Februari,2021,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,1
Februari,2021,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,3
Februari,2021,JAKARTA PUSAT,TANAH ABANG,GELORA,Perempuan,0
Februari,2021,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Perempuan,13
Februari,2021,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Perempuan,10
Februari,2021,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Perempuan,29
Februari,2021,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Perempuan,25
Februari,2021,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,9
Februari,2021,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,4
Februari,2021,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,30
Februari,2021,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,8
Februari,2021,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,4
Februari,2021,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,21
Februari,2021,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,55
Februari,2021,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,11
Februari,2021,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,18
Februari,2021,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,50
Februari,2021,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,26
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,25
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,40
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,18
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,7
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,31
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,41
Februari,2021,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,29
Februari,2021,JAKARTA UTARA,KOJA,KOJA,Perempuan,8
Februari,2021,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,39
Februari,2021,JAKARTA UTARA,KOJA,LAGOA,Perempuan,38
Februari,2021,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Perempuan,18
Februari,2021,JAKARTA UTARA,KOJA,TUGU SELATAN,Perempuan,29
Februari,2021,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perempuan,41
Februari,2021,JAKARTA UTARA,CILINCING,CILINCING,Perempuan,25
Februari,2021,JAKARTA UTARA,CILINCING,SUKAPURA,Perempuan,47
Februari,2021,JAKARTA UTARA,CILINCING,MARUNDA,Perempuan,14
Februari,2021,JAKARTA UTARA,CILINCING,KALIBARU,Perempuan,50
Februari,2021,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perempuan,29
Februari,2021,JAKARTA UTARA,CILINCING,ROROTAN,Perempuan,25
Februari,2021,JAKARTA UTARA,CILINCING,SEMPER BARAT,Perempuan,46
Februari,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Perempuan,6
Februari,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Perempuan,37
Februari,2021,JAKARTA UTARA,PADEMANGAN,ANCOL,Perempuan,19
Februari,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Perempuan,13
Februari,2021,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Perempuan,26
Februari,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Perempuan,28
Februari,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Perempuan,26
Februari,2021,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Perempuan,49
Februari,2021,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Perempuan,46
Februari,2021,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Perempuan,25
Februari,2021,JAKARTA BARAT,CENGKARENG,KAPUK,Perempuan,78
Februari,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Perempuan,50
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perempuan,5
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,8
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,11
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,16
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,13
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,26
Februari,2021,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,24
Februari,2021,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,2
Februari,2021,JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,5
Februari,2021,JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,5
Februari,2021,JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,7
Februari,2021,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,2
Februari,2021,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,6
Februari,2021,JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,0
Februari,2021,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,10
Februari,2021,JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,8
Februari,2021,JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,12
Februari,2021,JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,7
Februari,2021,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,13
Februari,2021,JAKARTA BARAT,TAMBORA,KRENDANG,Perempuan,11
Februari,2021,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,21
Februari,2021,JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,17
Februari,2021,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,16
Februari,2021,JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,12
Februari,2021,JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,0
Februari,2021,JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,8
Februari,2021,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,30
Februari,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,28
Februari,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,28
Februari,2021,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,14
Februari,2021,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,24
Februari,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,23
Februari,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,21
Februari,2021,JAKARTA BARAT,KALI DERES,KALIDERES,Perempuan,47
Februari,2021,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,48
Februari,2021,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,47
Februari,2021,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,45
Februari,2021,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,46
Februari,2021,JAKARTA BARAT,PAL MERAH,PALMERAH,Perempuan,27
Februari,2021,JAKARTA BARAT,PAL MERAH,SLIPI,Perempuan,12
Februari,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Perempuan,15
Februari,2021,JAKARTA BARAT,PAL MERAH,JATIPULO,Perempuan,13
Februari,2021,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Perempuan,16
Februari,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Perempuan,6
Februari,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,33
Februari,2021,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,25
Februari,2021,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,21
Februari,2021,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,38
Februari,2021,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,32
Februari,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,14
Februari,2021,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,9
Februari,2021,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,5
Februari,2021,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,19
Februari,2021,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,9
Februari,2021,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,19
Februari,2021,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,16
Februari,2021,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,11
Februari,2021,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,2
Februari,2021,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,3
Februari,2021,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,13
Februari,2021,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,10
Februari,2021,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,10
Februari,2021,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,19
Februari,2021,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,5
Februari,2021,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,5
Februari,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,7
Februari,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,6
Februari,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,18
Februari,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,22
Februari,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,4
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,18
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,12
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,18
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,27
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,36
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,21
Februari,2021,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,13
Februari,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,20
Februari,2021,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,39
Februari,2021,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,22
Februari,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,20
Februari,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,20
Februari,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,21
Februari,2021,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,48
Februari,2021,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,17
Februari,2021,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,33
Februari,2021,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,9
Februari,2021,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,9
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,1
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,8
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,2
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,0
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,1
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,2
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,0
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,6
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,33
Februari,2021,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,9
Februari,2021,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,9
Februari,2021,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,25
Februari,2021,JAKARTA SELATAN,PANCORAN,RAWAJATI,Perempuan,25
Februari,2021,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,7
Februari,2021,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,21
Februari,2021,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,7
Februari,2021,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,51
Februari,2021,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,37
Februari,2021,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,39
Februari,2021,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,22
Februari,2021,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,19
Februari,2021,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,20
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,27
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,29
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,37
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,27
Februari,2021,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,23
Februari,2021,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,30
Februari,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,24
Februari,2021,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,25
Februari,2021,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perempuan,14
Februari,2021,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,16
Februari,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,20
Februari,2021,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,36
Februari,2021,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,10
Februari,2021,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,25
Februari,2021,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,12
Februari,2021,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,23
Februari,2021,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,37
Februari,2021,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,22
Februari,2021,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,12
Februari,2021,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,18
Februari,2021,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,8
Februari,2021,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,13
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,21
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,34
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,9
Februari,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,29
Februari,2021,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,22
Februari,2021,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,40
Februari,2021,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,19
Februari,2021,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,32
Februari,2021,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,22
Februari,2021,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,21
Februari,2021,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,22
Februari,2021,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,26
Februari,2021,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,23
Februari,2021,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,28
Februari,2021,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,35
Februari,2021,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,30
