bulan,tahun,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin,jumlah
Maret,2021,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,25
Maret,2021,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,45
Maret,2021,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,18
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perempuan,2
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perempuan,2
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perempuan,1
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perempuan,2
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perempuan,2
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perempuan,3
Maret,2021,JAKARTA PUSAT,GAMBIR,GAMBIR,Perempuan,3
Maret,2021,JAKARTA PUSAT,GAMBIR,CIDENG,Perempuan,11
Maret,2021,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Perempuan,11
Maret,2021,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Perempuan,16
Maret,2021,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Perempuan,7
Maret,2021,JAKARTA PUSAT,GAMBIR,DURI PULO,Perempuan,4
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Perempuan,2
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Perempuan,7
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Perempuan,9
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Perempuan,7
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Perempuan,18
Maret,2021,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Perempuan,14
Maret,2021,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Perempuan,26
Maret,2021,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perempuan,19
Maret,2021,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perempuan,13
Maret,2021,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perempuan,9
Maret,2021,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,22
Maret,2021,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,24
Maret,2021,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,18
Maret,2021,JAKARTA PUSAT,S E N E N,SENEN,Perempuan,9
Maret,2021,JAKARTA PUSAT,S E N E N,KENARI,Perempuan,1
Maret,2021,JAKARTA PUSAT,S E N E N,PASEBAN,Perempuan,27
Maret,2021,JAKARTA PUSAT,S E N E N,KRAMAT,Perempuan,21
Maret,2021,JAKARTA PUSAT,S E N E N,KWITANG,Perempuan,1
Maret,2021,JAKARTA PUSAT,S E N E N,BUNGUR,Perempuan,7
Maret,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,15
Maret,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,26
Maret,2021,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,35
Maret,2021,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,16
Maret,2021,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,15
Maret,2021,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,5
Maret,2021,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,1
Maret,2021,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,5
Maret,2021,JAKARTA PUSAT,TANAH ABANG,GELORA,Perempuan,4
Maret,2021,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Perempuan,8
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Perempuan,24
Maret,2021,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Perempuan,26
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Perempuan,27
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,12
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,6
Maret,2021,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,25
Maret,2021,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,9
Maret,2021,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,7
Maret,2021,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,27
Maret,2021,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,75
Maret,2021,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,16
Maret,2021,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,33
Maret,2021,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,46
Maret,2021,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,56
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,33
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,36
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,16
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,21
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,38
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,49
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,26
Maret,2021,JAKARTA UTARA,KOJA,KOJA,Perempuan,23
Maret,2021,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,34
Maret,2021,JAKARTA UTARA,KOJA,LAGOA,Perempuan,31
Maret,2021,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Perempuan,18
Maret,2021,JAKARTA UTARA,KOJA,TUGU SELATAN,Perempuan,35
Maret,2021,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perempuan,27
Maret,2021,JAKARTA UTARA,CILINCING,CILINCING,Perempuan,38
Maret,2021,JAKARTA UTARA,CILINCING,SUKAPURA,Perempuan,49
Maret,2021,JAKARTA UTARA,CILINCING,MARUNDA,Perempuan,27
Maret,2021,JAKARTA UTARA,CILINCING,KALIBARU,Perempuan,57
Maret,2021,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perempuan,26
Maret,2021,JAKARTA UTARA,CILINCING,ROROTAN,Perempuan,42
Maret,2021,JAKARTA UTARA,CILINCING,SEMPER BARAT,Perempuan,57
Maret,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Perempuan,23
Maret,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Perempuan,45
Maret,2021,JAKARTA UTARA,PADEMANGAN,ANCOL,Perempuan,18
Maret,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Perempuan,23
Maret,2021,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Perempuan,50
Maret,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Perempuan,52
Maret,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Perempuan,42
Maret,2021,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Perempuan,66
Maret,2021,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Perempuan,64
Maret,2021,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Perempuan,16
Maret,2021,JAKARTA BARAT,CENGKARENG,KAPUK,Perempuan,94
Maret,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Perempuan,66
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perempuan,13
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,14
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,30
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,20
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,36
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,27
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,34
Maret,2021,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,6
Maret,2021,JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,8
Maret,2021,JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,10
Maret,2021,JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,4
Maret,2021,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,7
Maret,2021,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,11
Maret,2021,JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,5
Maret,2021,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,7
Maret,2021,JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,2
Maret,2021,JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,9
Maret,2021,JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,19
Maret,2021,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,11
Maret,2021,JAKARTA BARAT,TAMBORA,KRENDANG,Perempuan,11
Maret,2021,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,19
Maret,2021,JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,13
Maret,2021,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,16
Maret,2021,JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,18
Maret,2021,JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,3
Maret,2021,JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,7
Maret,2021,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,45
Maret,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,25
Maret,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,35
Maret,2021,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,16
Maret,2021,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,55
Maret,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,30
Maret,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,27
Maret,2021,JAKARTA BARAT,KALI DERES,KALIDERES,Perempuan,68
Maret,2021,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,66
Maret,2021,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,61
Maret,2021,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,43
Maret,2021,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,59
Maret,2021,JAKARTA BARAT,PAL MERAH,PALMERAH,Perempuan,47
Maret,2021,JAKARTA BARAT,PAL MERAH,SLIPI,Perempuan,16
Maret,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Perempuan,14
Maret,2021,JAKARTA BARAT,PAL MERAH,JATIPULO,Perempuan,24
Maret,2021,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Perempuan,26
Maret,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Perempuan,16
Maret,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,39
Maret,2021,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,55
Maret,2021,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,34
Maret,2021,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,38
Maret,2021,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,37
Maret,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,12
Maret,2021,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,11
Maret,2021,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,15
Maret,2021,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,15
Maret,2021,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,19
Maret,2021,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,20
Maret,2021,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,8
Maret,2021,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,20
Maret,2021,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,0
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,3
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,14
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,4
Maret,2021,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,28
Maret,2021,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,17
Maret,2021,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,1
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,5
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,15
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,24
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,24
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,13
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,5
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,14
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,18
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,14
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,30
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,48
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,31
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,32
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,36
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,34
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,35
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,20
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,35
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,40
Maret,2021,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,31
Maret,2021,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,33
Maret,2021,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,39
Maret,2021,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,16
Maret,2021,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,16
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,2
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,11
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,20
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,1
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,11
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,4
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,2
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,10
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,23
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,30
Maret,2021,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,16
Maret,2021,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,30
Maret,2021,JAKARTA SELATAN,PANCORAN,RAWAJATI,Perempuan,27
Maret,2021,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,23
Maret,2021,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,17
Maret,2021,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,6
Maret,2021,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,56
Maret,2021,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,54
Maret,2021,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,23
Maret,2021,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,38
Maret,2021,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,25
Maret,2021,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,35
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,31
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,43
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,58
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,23
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,34
Maret,2021,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,19
Maret,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,26
Maret,2021,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,22
Maret,2021,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Perempuan,19
Maret,2021,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,9
Maret,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,23
Maret,2021,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,28
Maret,2021,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,34
Maret,2021,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,36
Maret,2021,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,16
Maret,2021,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,35
Maret,2021,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,44
Maret,2021,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,25
Maret,2021,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,23
Maret,2021,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,17
Maret,2021,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,3
Maret,2021,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,18
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,17
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,36
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,30
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,17
Maret,2021,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,17
Maret,2021,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,42
Maret,2021,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,16
Maret,2021,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,52
Maret,2021,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,21
Maret,2021,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,41
Maret,2021,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,38
Maret,2021,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,40
Maret,2021,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,40
Maret,2021,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,56
Maret,2021,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,39
Maret,2021,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,32
Maret,2021,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,66
Maret,2021,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,27
Maret,2021,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,79
Maret,2021,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,55
Maret,2021,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,107
Maret,2021,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,29
Maret,2021,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,36
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,41
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,51
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,60
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,66
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,20
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,21
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,34
Maret,2021,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,27
Maret,2021,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,24
Maret,2021,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,33
Maret,2021,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,23
Maret,2021,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,33
Maret,2021,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,44
Maret,2021,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,53
Maret,2021,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,51
Maret,2021,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,12
Maret,2021,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,30
Maret,2021,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,24
Maret,2021,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,28
Maret,2021,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,23
Maret,2021,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,27
Maret,2021,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,40
Maret,2021,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,31
Maret,2021,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,48
Maret,2021,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,18
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Laki-Laki,3
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Laki-Laki,4
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Laki-Laki,4
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Laki-Laki,0
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Laki-Laki,0
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Laki-Laki,3
April,2021,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,5
April,2021,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,11
April,2021,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,7
April,2021,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-Laki,16
April,2021,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-Laki,6
April,2021,JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-Laki,6
April,2021,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-Laki,3
April,2021,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-Laki,3
April,2021,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-Laki,6
April,2021,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-Laki,10
April,2021,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-Laki,18
April,2021,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-Laki,8
April,2021,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-Laki,26
April,2021,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-Laki,14
April,2021,JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-Laki,13
April,2021,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-Laki,7
April,2021,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-Laki,13
April,2021,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-Laki,6
April,2021,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-Laki,19
April,2021,JAKARTA PUSAT,S E N E N,SENEN,Laki-Laki,7
April,2021,JAKARTA PUSAT,S E N E N,KENARI,Laki-Laki,13
April,2021,JAKARTA PUSAT,S E N E N,PASEBAN,Laki-Laki,16
April,2021,JAKARTA PUSAT,S E N E N,KRAMAT,Laki-Laki,21
April,2021,JAKARTA PUSAT,S E N E N,KWITANG,Laki-Laki,15
April,2021,JAKARTA PUSAT,S E N E N,BUNGUR,Laki-Laki,14
April,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-Laki,11
April,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-Laki,13
April,2021,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-Laki,15
April,2021,JAKARTA PUSAT,MENTENG,MENTENG,Laki-Laki,11
